ARTICLE_ID,TITLE,SECTION_TITLE,SECTION_TEXT
499,Alboin,Notes,"
"
795,Ann Arbor Michigan,References,"
"
1004,Abadeh,Sport,"Abadeh's main sport is Football like the rest of the country. The main stadium is Takhti Stadium located in Mo'allem Square. The main team in Abadeh is Behineh Rahbar Abadeh F.C. which is currently playing in Iran Football's 3rd Division after finishing first in Fars Provincial League (FPL) last year. It played in Hazfi Cup 2010-11 reaching the fourth round.
"
229,Austrian School,External links,"
* 











"
103,Ampere,Everyday examples,"
The current drawn by typical constant-voltage energy distribution systems is usually dictated by the power (watt) consumed by the system and the operating voltage. For this reason the examples given below are grouped by voltage level.

=== Portable devices ===
*Hearing aid (typically 1 mW at 1.4 V): 700 µA
*USB charging adapter (as power supply - typically 10 W at 5 V): 2 A

=== Internal combustion engine vehicles – 12 V DC ===
A typical motor vehicle has a 12 V battery. The various accessories that are powered by the battery might include:
*Instrument panel light (typically 2 W): 166 mA
*Headlight (each typically 60 W): 5 A
*Starter motor (typically 1–2 kW): 80–160 A

=== North American domestic supply – 120 V AC ===
Most Canada Mexico and United States domestic power suppliers run at 120 V.

Household circuit breakers typically provide a maximum of 15 A or 20 A of current to a given set of outlets.
*22-inch/56-centimeter portable television (35 W): 290 mA
*Tungsten light bulb (60–100 W): 500–830 mA
*Toaster kettle (1.5 kW): 12.5 A
*Hair dryer (1.8 kW): 15 A
*USB charging adapter (as load - typically 10 W): 83 mA

=== European & Commonwealth domestic supply – 230–240 V AC ===
Most European domestic power supplies run at 230 V and most Commonwealth domestic power supplies run at 240 V. For the same amount of power (in watts) the current drawn by a particular European or Commonwealth appliance (in Europe or a Commonwealth country) will be less than for an equivalent North American appliance. Typical circuit breakers will provide 16 A.

The current drawn by a number of typical appliances are:
*22-inch/56-centimeter portable television (35 W): 145–150 mA
*Tungsten light bulb (60–100 W): 240–450 mA
*Compact fluorescent lamp (11–30 W): 56–112 mA
*Toaster kettle (2 kW): 9 A
*Immersion heater (4.6 kW): 19–20 A
"
624,Andronikos II Palaiologos,References,"* 
* 
* 
* 
* 
* 
* 
* 
* 
"
888,Analysis of algorithms,Notes,"
"
529,Alexis (poet),Surviving titles and fragments,"Only fragments have survived from any of Alexis's plays - about 340 in all totaling about 1000 lines. They attest to the author's wit and refinement which Athenaeus praises.  The surviving fragments also show that Alexis invented a great many words mostly compound words that he used normal words in an unusual way and made strange and unusual forms of common words. The main sources of the fragments of Alexis are Stobaeus and Athenaeus.

The following 139 titles of Alexis's plays have been preserved:

*''Achaiis'' (""The Achaean Woman"")
*''Adelphoi'' (""The Brothers"")
*''Agonis'' or ''Hippiskos''
*''Aichmalotos'' (""The Prisoner of War"")
*''Aiopoloi'' (""Goat-Herders"")
*''Aisopos'' (""Aesop"")
*''Aleiptria'' (""Female Physical Trainer"")
*''Ampelourgos'' (""The Vine-Dresser"")
*''Amphotis''
*''Ankylion''
*''Anteia''
*''Apeglaukomenos''
*''Apobates'' (""The Trick Rider"")
*''Apokoptomenos''
*''Archilochos''
*''Asklepiokleides''
*''Asotodidaskalos'' (""Teacher of Debauchery"")
*''Atalante''
*''Atthis''
*''Bomos'' (""The Altar"")
*''Bostrychos'' (""Lock of Hair"")
*''Brettia'' (""The Bruttian Woman"")
*''Choregis''
*''Daktylios'' (""The Ring"")
*''Demetrios'' or ''Philetairus''
*''Diapleousai'' (""Women Sailing Across The Sea"")
*''Didymoi'' (""The Twins"")
*''Dis Penthon'' (""Twice Grieving"")
*''Dorkis'' or ''Poppyzousa'' (""Lip-Smacking Woman"")
*''Dropides''
*''Eis To Phrear'' (""Into The Well"")
*''Eisoikizomenos'' (""The Banished Man"")
*''Ekkeryttomenos''
*''Ekpomatopoios'' (""The Cup-Maker"")
*''Epidaurios'' (""The Man From Epidaurus"")
*''Epikleros'' (""The Heiress"")
*''Epistole'' (""The Letter"")
*''Epitropos'' (""The Guardian"" or ""Protector"")
*''Eretrikos'' (""Man From Eretria"")
*''Erithoi'' (""Weavers"") or ''Pannychis'' (""All-Night Festival"")
*''Galateia'' (""Galatea"")
*''Graphe'' (""The Document"")
*''Gynaikokratia'' (""Government By Women"")
*''Helene'' (""Helen"")
*''Helenes Arpage'' (""Helen's Capture"")
*''Helenes Mnesteres'' (""Helen's Suitors"")
*''Hellenis'' (""The Greek Woman"")
*''Hepta Epi Thebais'' (""Seven Against Thebes"")
*''Hesione'' (""Hesione"")
*''Hippeis'' (""Knights"")
*''Homoia''
*''Hypnos'' (""Sleep"")
*''Hypobolimaios'' (""The Changeling"")
*''Iasis'' (""The Cure or Remedy"")
*''Isostasion''
*''Kalasiris''
*''Karchedonios'' (""The Man From Carthage"")
*''Katapseudomenos'' (""The False Accuser"")
*''Kaunioi'' (""The Men From Kaunos"")
*''Keryttomenos''
*''Kitharodos''
*''Kleobouline'' (""Cleobuline"")
*''Knidia'' (""The Woman From Cnidus"")
*''Koniates'' (""Plasterer"")
*''Kouris'' (""The Lady Hairdresser"")
*''Krateuas'' or ''Pharmakopoles'' (""Pharmacist"")
*''Kybernetes'' (""The Pilot or Helmsman"")
*''Kybeutai'' (""The Dice-Players"")
*''Kyknos'' (""The Swan"")
*''Kyprios'' (""The Man from Cyprus"")
*''Lampas'' (""The Torch"")
*''Lebes'' (""The Cauldron"")
*''Leukadia'' (""Woman From Leucas"") or ''Drapetai'' (""Female Runaways"")
*''Leuke''
*''Lemnia'' (""The Woman From Lemnos"")
*''Linos'' (""Linus"")
*''Lokroi'' (""The Locrians"")
*''Lykiskos''
*''Mandragorizomene'' (""Mandrake-Drugged Woman"")
*''Manteis'' (""Diviners"" or ""Seers"")
*''Meropis'' (""Meropis"")
*''Midon'' (""Midon"")
*''Milesia'' (""Milesian Woman"")
*''Milkon'' (""Milcon"")
*''Minos'' (""Minos"")
*''Mylothros'' (""The Miller"")
*''Odysseus Aponizomenos'' (""Odysseus Washing Himself"")
*''Odysseus Hyphainon'' (""Odysseus Weaving Cloth"")
*''Olympiodoros''
*''Olynthia'' (""The Woman From Olynthos"")
*''Opora'' (""Autumn"")
*''Orchestris'' (""The Dancing-Girl"")
*''Orestes'' (""Orestes"")
*''Pallake'' (""The Concubine"")
*''Pamphile''
*''Pankratiastes''
*''Parasitos'' (""The Parasite"")
*''Pezonike''
*''Phaidon'' or ''Phaidrias''
*''Phaidros'' (""Phaedrus"")
*''Philathenaios'' (""Lover of the Athenian People"")
*''Philiskos''
*''Philokalos'' or ''Nymphai'' (""Nymphs"")
*''Philotragodos'' (""Lover of Tragedies"")
*''Philousa''
*''Phryx'' (""The Phrygian"")
*''Phygas'' (""The Fugitive"")
*''Poietai'' (""Poets"")
*''Poietria'' (""The Poetess"")
*''Polykleia'' (""Polyclea"")
*''Ponera'' (""The Wicked Woman"")
*''Pontikos'' (""The Man From Pontus"")
*''Proskedannymenos''
*''Protochoros'' (""First Chorus"")
*''Pseudomenos'' (""The Lying Man"")
*''Pylaia''
*''Pyraunos''
*''Pythagorizousa'' (""Female Disciple of Pythagoras"")
*''Rhodion'' or ''Poppyzousa'' (""Lip-Smacking Woman"")
*''Sikyonios'' (""The Man From Sicyon"")
*''Skeiron''
*''Sorakoi''
*''Spondophoros'' (""The Libation-Bearer"")
*''Stratiotes'' (""The Soldier"")
*''Synapothneskontes'' (""Men Dying Together"")
*''Syntrechontes''
*''Syntrophoi''
*''Syrakosios'' (""Man From Syracuse"")
*''Tarantinoi'' (""Men From Tarentum"")
*''Thebaioi'' (""Men From Thebes"")
*''Theophoretos'' (""Possessed by a God"")
*''Thesprotoi'' (""Men From Thesprotia"")
*''Theteuontes'' (""Serfs"")
*''Thrason'' (""Thrason"")
*''Titthe'' (""The Wet-Nurse"")
*''Tokistes'' (""Money-Lender"") or ''Katapseudomenos'' (""The False Accuser"")
*''Traumatias'' (""The Wounded Man"")
*''Trophonios'' (""Trophonius"")
*''Tyndareos'' (""Tyndareus"")

"
371,AK-47,Design,"The AK-47 was designed to be a simple reliable automatic rifle that could be manufactured quickly and cheaply using mass production methods that were state of the art in the Soviet Union during the late 1940s. The AK-47 uses a long stroke gas system that is generally associated with great reliability in adverse conditions. The large gas piston generous clearances between moving parts and tapered cartridge case design allow the gun to endure large amounts of foreign matter and fouling without failing to cycle.

=== Cartridge ===

Wound Profiles of Russian small-arms ammunition compiled by Dr. Martin Fackler on behalf of the U.S. military

The AK fires the 7.62×39mm cartridge with a muzzle velocity of .
The cartridge weight is  the projectile weight is . The original Soviet M43 bullets are 123 grain boat-tail bullets with a copper-plated steel jacket a large steel core and some lead between the core and the jacket. The AK has excellent penetration when shooting through heavy foliage walls or a common vehicle's metal body and into an opponent attempting to use these things as cover. The 7.62×39mm M43 projectile does not generally fragment when striking an opponent and has an unusual tendency to remain intact even after making contact with bone. The 7.62×39mm round produces significant wounding in cases where the bullet tumbles (yaws) in tissue but produces relatively minor wounds in cases where the bullet exits before beginning to yaw. In the absence of yaw the M43 round can pencil through tissue with relatively little injury.

Most if not all of the 7.62×39mm ammunition found today is of the upgraded M67 variety. This variety deleted the steel insert shifting the center of gravity rearward and allowing the projectile to destabilize (or yaw) at about  nearly  earlier in tissue than the M43 round. This change also reduces penetration in ballistic gelatin to ~ for the newer M67 round versus ~ for the older M43 round. However the wounding potential of M67 is mostly limited to the small permanent wound channel the bullet itself makes especially when the bullet yaws.

=== Operating mechanism ===
Chinese AK-47

To fire the operator inserts a loaded magazine pulls back and releases the charging handle and then pulls the trigger. In semi-automatic the firearm fires only once requiring the trigger to be released and depressed again for the next shot. In full-automatic the rifle continues to fire automatically cycling fresh rounds into the chamber until the magazine is exhausted or pressure is released from the trigger. After ignition of the cartridge primer and propellant rapidly expanding propellant gases are diverted into the gas cylinder above the barrel through a vent near the muzzle. The build-up of gases inside the gas cylinder drives the long-stroke piston and bolt carrier rearward and a cam guide machined into the underside of the bolt carrier along with an ejector spur on the bolt carrier rail guide rotates the bolt approximately 35° and unlocks it from the barrel extension via a camming pin on the bolt. The moving assembly has about  of free travel which creates a delay between the initial recoil impulse of the piston and the bolt unlocking sequence allowing gas pressures to drop to a safe level before the seal between the chamber and the bolt is broken. The AK-47 does not have a gas valve; excess gases are ventilated through a series of radial ports in the gas cylinder. The Kalashnikov operating system offers no primary extraction upon bolt rotation but uses an extractor claw to eject the spent cartridge case.

=== Barrel ===
AK-47 barrel and its distinctive gas block with a horizontal row of gas relief ports

The rifle received a barrel with a chrome-lined bore and four right-hand grooves at a 240 mm (1 in 9.45 in) rifling twist rate. The gas block contains a gas channel that is installed at a slanted angle in relation to the bore axis. The muzzle is threaded for the installation of various muzzle devices such as a muzzle brake or a blank-firing adaptor.

===Gas block===
The gas block of the AK-47 features a cleaning rod capture or sling loop. Gas relief ports that alleviate gas pressure are placed horizontally in a row on the gas cylinder.

=== Fire selector ===
Việt Cộng soldier armed with an AK-47 standing beneath the flag of the National Liberation Front of South Vietnam

The fire selector is a large lever located on the right side of the rifle it acts as a dust-cover and prevents the charging handle from being pulled fully to the rear when it is on safe. It is operated by the shooter's right fore-fingers and has 3 settings: safe (up) full-auto (center) and semi-auto (down). The reason for this is that under stress a soldier will push the selector lever down with considerable force bypassing the full-auto stage and setting the rifle to semi-auto. To set the AK-47 to full-auto requires the deliberate action of centering the selector lever. To operate the fire selector lever right handed shooters have to briefly remove their right hand from the pistol grip which is ergonomically sub-optimal. Some AK-type rifles also have a more traditional selector lever on the left side of the receiver just above the pistol grip. This lever is operated by the shooter's right thumb and has three settings: safe (forward) full-auto (center) and semi-auto (backward).

=== Sights ===
Rear sight of a Chinese Type 56 featuring  settings and omission of a battle zero setting

The AK-47 uses a notched rear tangent iron sight calibrated in  increments from . The front sight is a post adjustable for elevation in the field. Horizontal adjustment requires a special drift tool and is done by the armory before issue or if the need arises by an armorer after issue. The sight line elements are approximately  over the bore axis. The ""point-blank range"" battle zero setting ""''П''"" on the 7.62×39mm AK-47 rear tangent sight element corresponds to a  zero. These settings mirror the Mosin–Nagant and SKS rifles which the AK-47 replaced. For the AK-47 combined with service cartridges the 300 m battle zero setting limits the apparent ""bullet rise"" within approximately  relative to the line of sight. Soldiers are instructed to fire at any target within this range by simply placing the sights on the center of mass (the belt buckle according to Russian and former Soviet doctrine) of the enemy target. Any errors in range estimation are tactically irrelevant as a well-aimed shot will hit the torso of the enemy soldier. Some AK-type rifles have a front sight with a flip-up luminous dot that is calibrated at  for improved night fighting.

=== Furniture ===
The AK-47 was originally equipped with a buttstock handguard and an upper heat guard made from solid wood. With the introduction of the Type 3 receiver the buttstock lower handguard and upper heatguard were manufactured from birch plywood laminates. Such engineered woods are stronger and resist warping better than the conventional one-piece patterns do not require lengthy maturing and are cheaper. The wooden furniture was finished with the Russian amber shellac finishing process. AKS and AKMS models featured a downward-folding metal butt-stock similar to that of the German MP40 submachine-gun for use in the restricted space in the BMP infantry combat vehicle as well as by paratroops. All 100 series AKs use plastic furniture with side-folding stocks.

=== Magazines ===
AK-47 with stamp-steel magazines
""Bakelite"" rust-colored steel-reinforced 30-round plastic box 7.62×39mm AK magazines. Three magazines have an ""arrow in triangle"" Izhmash arsenal mark on the bottom right. The other magazine has a ""star"" Tula arsenal mark on the bottom right

The standard magazine capacity is 30 rounds. There are also 10 20 and 40-round box magazines as well as 75-round drum magazines.

The AK-47's standard 30-round magazines have a pronounced curve that allows them to smoothly feed ammunition into the chamber. Their heavy steel construction combined with ""feed-lips"" (the surfaces at the top of the magazine that control the angle at which the cartridge enters the chamber) machined from a single steel billet makes them highly resistant to damage. These magazines are so strong that ""Soldiers have been known to use their mags as hammers and even bottle openers"". This contributes to the AK-47 magazine being more reliable but makes it heavier than U.S. and NATO magazines.

The early slab-sided steel AK-47 30-round detachable box magazines had  sheet-metal bodies and weigh  empty. The later steel AKM 30-round magazines had lighter sheet-metal bodies with prominent reinforcing ribs weighing  empty. To further reduce weight a light weight magazine with an aluminum body with a prominent reinforcing waffle rib pattern weighing  empty was developed for the AKM that proved to be too fragile and the small issued amount of these magazines were quickly withdrawn from service. As a replacement steel-reinforced 30-round plastic 7.62×39mm box magazines were introduced. These rust-colored magazines weigh  empty and are often mistakenly identified as being made of Bakelite (a phenolic resin) but were actually fabricated from two-parts of AG-S4 molding compound (a glass-reinforced phenol-formaldehyde binder impregnated composite) assembled using an epoxy resin adhesive. Noted for their durability these magazines did however compromise the rifle's camouflage and lacked the small horizontal reinforcing ribs running down both sides of the magazine body near the front that were added on all later plastic magazine generations. A second generation steel-reinforced dark-brown (color shades vary from maroon to plum to near black) 30-round 7.62×39mm magazine was introduced in the early 1980s fabricated from ABS plastic. The third generation steel-reinforced 30-round 7.62×39mm magazine is similar to the second generation but is darker colored and has a matte nonreflective surface finish. The current issue steel-reinforced matte true black nonreflective surface finished 7.62×39mm 30-round magazines fabricated from ABS plastic weigh  empty.

Early steel AK-47 magazines are  long; the later ribbed steel AKM and newer plastic 7.62×39mm magazines are about  shorter.

The transition from steel to mainly plastic magazines yields a significant weight reduction and allows a soldier to carry more ammunition for the same weight.






 Rifle

 Cartridge

 Cartridge weight

 Weight of empty magazine

 Weight of loaded magazine

 Max.  ammunition load*



 AK-47 (1949)

 7.62×39mm

 

 slab-sided steel

 30-rounds

 11 magazines for 330 rounds



 AKM (1959)

 7.62×39mm

 

 ribbed stamped-steel

 30-rounds

 12 magazines for 360 rounds



 AK-103 (1994)

 7.62×39mm

 

 steel-reinforced plastic

 30-rounds

 13 magazines for 390 rounds



All 7.62×39mm AK magazines are backwards compatible with older AK variants.

10.12 kg (22.3 lb) is the maximum amount of ammo that the average soldier can comfortably carry. It also allows for best comparison of the three most common 7.62×39mm AK magazines.

Most Yugoslavian and some East German AK magazines were made with cartridge followers that hold the bolt open when empty; however most AK magazine followers allow the bolt to close when the magazine is empty.

=== Accessories ===
AK-47 6H2 bayonet and scabbard
GP-34 Grenade Launcher
AK-47 with Kalashnikov grenade launcher mounted on the muzzle
Accessories supplied with the rifle include a  long 6H3 bayonet featuring a  long spear point blade. The AK-47 bayonet is installed by slipping the  diameter muzzle ring around the muzzle and latching the handle down on the bayonet lug under the front sight base.

All current model AKM rifles can mount under-barrel 40 mm grenade launchers such as the GP-25 and its variants which can fire up to 20 rounds per minute and have an effective range of up to 400 metres. The main grenade is the VOG-25 (VOG-25M) fragmentation grenade which has a 6 m (9 m) (20 ft (30 ft)) lethality radius. The VOG-25P/VOG-25PM (""jumping"") variant explodes  above the ground.

The AK-47 can also mount a (rarely used) cup-type grenade launcher the Kalashnikov grenade launcher that fires standard RGD-5 Soviet hand-grenades. The maximum effective range is approximately 150 meters. This launcher can also be used to launch tear-gas and riot control grenades.

All current AKs (100 series) and some older models have side rails for mounting a variety of scopes and sighting devices such as the PSO-1 Optical Sniper Sight. The side rails allow for the removal and remounting of optical accessories without interfering with the zeroing of the optic. However the 100 series side folding stocks cannot be folded with the optics mounted.
"
144,Andy Warhol,Foundation,"
Warhol's will dictated that his entire estate—with the exception of a few modest legacies to family members—would go to create a foundation dedicated to the ""advancement of the visual arts"". Warhol had so many possessions that it took Sotheby's nine days to auction his estate after his death; the auction grossed more than US$20 million.

In 1987 in accordance with Warhol's will the Andy Warhol Foundation for the Visual Arts began. The foundation serves as the estate of Andy Warhol but also has a mission ""to foster innovative artistic expression and the creative process"" and is ""focused primarily on supporting work of a challenging and often experimental nature.""

The Artists Rights Society is the U.S. copyright representative for the Andy Warhol Foundation for the Visual Arts for all Warhol works with the exception of Warhol film stills. The U.S. copyright representative for Warhol film stills is the Warhol Museum in Pittsburgh. Additionally the Andy Warhol Foundation for the Visual Arts has agreements in place for its image archive. All digital images of Warhol are exclusively managed by Corbis while all transparency images of Warhol are managed by Art Resource.

The Andy Warhol Foundation released its ''20th Anniversary Annual Report'' as a three-volume set in 2007: Vol. I 1987–2007; Vol. II Grants & Exhibitions; and Vol. III Legacy Program. The Foundation remains one of the largest grant-giving organizations for the visual arts in the U.S.

Many of Warhol's works and possessions are on display at The Andy Warhol Museum in Pittsburgh.  The foundation donated more than 3000 works of art to the museum.
"
423,Abydos (Hellespont),Bibliography,"* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 




"
990,Conservation-restoration of cultural heritage,Ethics,"The conservator's work is guided by ethical standards. These take the form of applied ethics. Ethical standards have been established across the world and national and international ethical guidelines have been written. One such example is:

* American Institute for Conservation Code of Ethics and Guidelines for Practice 

Conservation OnLine provides resources on ethical issues in conservation including examples of codes of ethics and guidelines for professional conduct in conservation and allied fields; and charters and treaties pertaining to ethical issues involving the preservation of cultural property.

As well as standards of practice conservators deal with wider ethical concerns such as the debates as to whether all art is worth preserving.


Preserved historical quarter in Beirut Central District
"
1015,Anus,See also,"* Anal canal
* Imperforate anus; a birth defect.
"
940,Albion Michigan,External links,"

*  Albion City Information Page
*  Albion District Library
*  Albion Michigan Home Page
*  Historical Albion Michigan
*  Festival of the Forks – Albion's annual music and food festival by the forks of the Kalamazoo River
*  The Greater Albion Chamber of Commerce
*  Albion Michigan Community Foundation – For Good. For Ever.






"
70,Adobe,External links,"

*  ''Building With Awareness'' A detailed how-to DVD video that shows adobe wall construction and their use as thermal mass walls
*  Cal-Earth (The California Institute of Earth Art and Architecture) has developed a patented system called Superadobe in which bags filled with stabilized earth are layered with strands of barbed wire to form a structure strong enough to withstand earthquakes fire and flood.
*  Earth Architecture – A website whose focus is contemporary issues in earth architecture.
*  Earth Architecture and Conservation in East Anglia – British organisation that focuses on the proper maintenance and conservation of earth buildings in a region of the UK that has a long history of building with mud.
*  Kerpic.org – A website on earthen architecture researches stabilized with gypsum.
*  Kleiwerks – International organization recognized for their unique contribution to modern earthen and natural building techniques throughout the world their focus is on education through hands on experience. Very experienced experts are contactable and there are regular demonstrations in the area.
*  Valle de Sensaciones – Artistic construction with adobe Experimental ground and theme park for creative living close to nature
*  World Monuments Fund – Adobe Missions of New Mexico – Description of a project of the World Monuments Fund for the preservation of adobe churches in New Mexico in the United States.










"
648,Adenosine triphosphate,Functions in cells,"
===Metabolism synthesis and active transport===
ATP is consumed in the cell by energy-requiring (endergonic) processes and can be generated by energy-releasing (exergonic) processes. In this way ATP transfers energy between spatially separate metabolic reactions. ATP is the main energy source for the majority of cellular functions. This includes the synthesis of macromolecules including DNA and RNA (see below) and proteins. ATP also plays a critical role in the transport of macromolecules across cell membranes e.g. exocytosis and endocytosis.

===Roles in cell structure and locomotion===
ATP is critically involved in maintaining cell structure by facilitating assembly and disassembly of elements of the cytoskeleton. In a related process ATP is required for the shortening of actin and myosin filament crossbridges required for muscle contraction. This latter process is one of the main energy requirements of animals and is essential for locomotion and respiration.

===Cell signalling===


====Extracellular signalling====

Extracellular ATP (eATP) is also a signalling molecule. ATP ADP or adenosine are recognised by purinergic receptors or purinoreceptors which might be the most abundant receptors in mammalian tissues.

In humans this signalling role is important in both the central and peripheral nervous system. Activity-dependent release of ATP from synapses axons and glia activates purinergic membrane receptors known as P2. The ''P2Y'' receptors are G protein-coupled receptors which are ''metabotropic'' and primarily modulate intracellular calcium and to a lesser extent cyclic AMP levels. Though named between P2Y1 and P2Y15 only nine members of the P2Y family have been cloned and some are only related through weak homology and several (P2Y5 P2Y7 P2Y9 P2Y10) do not function as receptors that raise cytosolic calcium. The ''P2X ionotropic'' receptor subgroup comprises seven members (P2X1–P2X7) which are ligand-gated -permeable ion channels that open when bound to an extracellular purine nucleotide like ATP. In contrast to P2 receptors (agonist rank order of potency:  >  >  > ) purinergic nucleoside triphosphates like ATP are not strong agonists of P1 receptors which are strongly activated by adenosine and other nucleosides (ADO > AMP > ADP > ATP). P1 receptors have A1 A2a A2b and A3 subtypes (the ""A"" is standard nomenclature for indicating an ''adenosine receptor'' subtype) all of which are G protein-coupled receptors A1 and A3 being coupled to Gi and A2a and A2b being coupled to Gs.

All adenosine receptors were shown to activate at least one subfamily of mitogen-activated protein kinases. The actions of adenosine are often antagonistic or synergistic to the actions of ATP. In the CNS adenosine has multiple functions such as modulation of neural development neuron and glial signalling and the control of innate and adaptive immune systems.

====Intracellular signaling====
ATP is critical in signal transduction processes. It is used by kinases as the source of phosphate groups in their phosphate transfer reactions. Kinase activity on substrates such as proteins or membrane lipids are a common form of signal transduction. Phosphorylation of a protein by a kinase can activate a cascade such as the mitogen-activated protein kinase cascade.

ATP is also used by adenylate cyclase most commonly in G protein-coupled receptor signal transduction pathways and is transformed to the second messenger molecule cyclic AMP which is involved in triggering calcium signals by the release of calcium from intracellular stores. This form of signal transduction is particularly important in brain function although it is involved in the regulation of a multitude of other cellular processes.

===DNA and RNA synthesis===
In all known organisms the Deoxyribonucleotides that make up DNA are synthesized by the action of ribonucleotide reductase (RNR) enzymes on their corresponding ribonucleotides. These enzymes reduce the sugar residue from ribose to deoxyribose by removing oxygen from the 2′ hydroxyl group; the substrates are ribonucleoside diphosphates and the products deoxyribonucleoside diphosphates (the latter are denoted dADP dCDP dGDP and dUDP respectively.) All ribonucleotide reductase enzymes use a common sulfhydryl radical mechanism reliant on reactive cysteine residues that oxidize to form disulfide bonds in the course of the reaction. RNR enzymes are recycled by reaction with thioredoxin or glutaredoxin.

The regulation of RNR and related enzymes maintains a balance of dNTPs relative to each other and relative to NTPs in the cell. Very low dNTP concentration inhibits DNA synthesis and DNA repair and is lethal to the cell while an abnormal ratio of dNTPs is mutagenic due to the increased likelihood of the DNA polymerase incorporating the wrong dNTP during DNA synthesis. Regulation of or differential specificity of RNR has been proposed as a mechanism for alterations in the relative sizes of intracellular dNTP pools under cellular stress such as hypoxia.

In the synthesis of the nucleic acid RNA adenosine derived from ATP is one of the four nucleotides incorporated directly into RNA molecules by RNA polymerases. The energy driving this polymerization comes from cleaving off a pyrophosphate (two phosphate groups). The process is similar in DNA biosynthesis except that ATP is reduced to the deoxyribonucleotide dATP before incorporation into DNA.
"
